id,smiles,IC50,pIC50,MolecularWeight,LogP,HydrogenBondDonors,HydrogenBondAcceptors,TopologicalPolarSurfaceArea,NumberofRotatableBonds,NumberofValenceElectrons,NumberofAromaticRings,Fractionofsp3Carbons,Asphericity,Eccentricity,NPR1,NPR2,PMI1,PMI2,PMI3,RadiusofGyration,InertialShapeFactor,SpherocityIndex
432,CC(C)(C)C1=CC=C(C=C1)N(C(C(=O)NCC1=CC=CC=C1)C1=CN=CC=C1)C(=O)C1=CC=CO1,8.8,5.056,467.569,5.6766,1,4,75.44,7,178,4,0.206896552,0.180322785,0.879339542,0.476195307,0.678607588,3432.639787,4891.722726,7208.470426,4.075561801,0.000197693,0.277468783
433,C[C@H](NC(=O)C(N(C(=O)C1=CC=CO1)C1=CC=C(C=C1)C(C)(C)C)C1=CN=CC=C1)C1=CC=CC=C1,5.7,5.244,481.596,6.2376,1,4,75.44,7,184,4,0.233333333,0.01288777,0.536645065,0.843808079,0.850540219,4794.500851,4832.752735,5681.980264,3.986761862,0.000177399,0.633415894
434,C[C@H](NC(=O)C(N(C(=O)C1=CC=CO1)C1=CC=C(C=C1)[Si](C)(C)C)C1=CN=CC=C1)C1=CC=CC=C1,1.97,5.706,497.671,5.4853,1,4,75.44,8,184,4,0.206896552,0.179178351,0.88825935,0.459342276,0.756592349,3816.39159,6286.059063,8308.383075,4.30081303,0.000198248,0.320966308
435,C[C@H](NC(=O)C(N(C(=O)C1=CC=CO1)C1=CC=C(OC(C)(C)C)C=C1)C1=CN=CC=C1)C1=CC=CC=C1,21.88,4.66,497.595,6.1174,1,5,84.67,8,190,4,0.233333333,0.148618397,0.868760449,0.495232554,0.778150031,4095.11374,6434.578775,8269.072182,4.346219482,0.000190019,0.395234386
436,C[C@H](NC(=O)C(N(C(=O)C1=CC=CO1)C1=CC=C(C=C1)N1CCCCC1)C1=CN=CC=C1)C1=CC=CC=C1,5.46,5.263,508.622,5.9304,1,5,78.68,8,194,4,0.258064516,0.199998097,0.901958574,0.431822569,0.802685887,3977.295081,7393.125919,9210.484503,4.498002276,0.000201817,0.351842274
437,C[C@H](NC(=O)C(N(C(=O)C1=CC=CO1)C1=CC=C(C=C1)C1CCCCC1)C1=CN=CC=C1)C1=CC=CC=C1,0.51,6.292,507.634,6.9878,1,4,75.44,8,194,4,0.28125,0.375793358,0.958135662,0.286314604,0.909773496,3113.823241,9894.269515,10875.53062,4.850201238,0.000292172,0.256009804
438,C[C@H](NC(=O)C(N(C(=O)C1=CC=CO1)C1=CC=C(C=C1)C1=CC=CO1)C1=CN=CC=C1)C1=CC=CC=C1,2.54,5.595,491.547,6.2001,1,5,88.58,8,184,5,0.1,0.041775965,0.711385715,0.702801796,0.827000127,4525.948775,5325.769273,6439.865121,4.070840833,0.000182724,0.626351299
439,C[C@H](NC(=O)C(N(C(=O)C1=CC=CO1)C1=CC=C(C=C1)C1=CC=CS1)C1=CN=CC=C1)C1=CC=CC=C1,0.56,6.252,507.615,6.6686,1,5,75.44,8,184,5,0.1,0.153052007,0.870315236,0.492495065,0.75482007,3899.08061,5975.906172,7916.99427,4.186295997,0.000193589,0.384158164
440,C[C@H](NC(=O)C(N(C(=O)C1=CC=CO1)C1=CC=C(C=C1)N1C=CC=C1)C1=CN=CC=C1)C1=CC=CC=C1,0.94,6.027,490.563,5.7308,1,5,80.37,8,184,5,0.1,0.156401331,0.873501701,0.486821095,0.76288479,3998.281528,6265.603931,8213.040832,4.339627681,0.000190803,0.35996658
441,C[C@H](NC(=O)C(N(C(=O)C1=CC=CO1)C1=CC=C(C=C1)C1=CC=CC=N1)C1=CN=CC=C1)C1=CC=CC=C1,1.81,5.742,502.574,6.0021,1,5,88.33,8,188,5,0.096774194,0.159643086,0.875504977,0.483209101,0.758693775,4297.909025,6748.210695,8894.511745,4.454043427,0.000176526,0.388149605
442,C[C@H](NC(=O)C(N(C(=O)C1=CC=CO1)C1=CC=C(CC2=CC=CC=C2)C=C1)C1=CN=CC=C1)C1=CC=CC=C1,35.1,4.455,515.613,6.5309,1,4,75.44,9,194,5,0.121212121,0.317285847,0.94522122,0.32643046,0.863940076,3246.793088,8593.0543,9946.354541,4.596357869,0.00026609,0.291054687
443,C[C@H](NC(=O)[C@H](N(C(=O)C1=CC=CO1)C1=CC=C(C=C1)C1=CC=CC=C1)C1=CN=CC=C1)C1=CC=CC=C1,0.2,6.7,501.586,6.6071,1,4,75.44,8,188,5,0.09375,0.255181928,0.925550476,0.378624241,0.786114045,3631.846811,7540.578445,9592.219461,4.549613998,0.00021645,0.295994918
444,C[C@H](NC(=O)C(N(C(=O)C1=CN=CN1)C1=CC=C(C=C1)C1=CC=CC=C1)C1=CN=CC=C1)C1=CC=CC=C1,0.96,6.018,501.59,5.7372,2,4,90.98,8,188,5,0.096774194,0.314102487,0.94450182,0.328506184,0.849795231,3204.743986,8290.182311,9755.505809,4.602506919,0.000265168,0.303490954
445,C[C@H](NC(=O)C(N(C(=O)C1=CC=NO1)C1=CC=C(C=C1)C1=CC=CC=C1)C1=CN=CC=C1)C1=CC=CC=C1,2.47,5.607,502.574,6.0021,1,5,88.33,8,188,5,0.096774194,0.167472096,0.879775194,0.475389953,0.745293934,4252.065303,6666.187323,8944.373509,4.445323052,0.000175278,0.333880047
446,C[C@H](NC(=O)C(N(C(=O)C1=CN=CO1)C1=CC=C(C=C1)C1=CC=CC=C1)C1=CN=CC=C1)C1=CC=CC=C1,4.97,5.304,502.574,6.0021,1,5,88.33,8,188,5,0.096774194,0.355887103,0.954163929,0.299284475,0.894364891,3175.600524,9489.785992,10610.64236,4.812153112,0.000281636,0.281204332
447,CC(C)(C)NC(=O)C(N(C(=O)C1=CC=CO1)C1=CC=C(C=C1)C(C)(C)C)C1=CN=CC=N1,4.93,5.307,434.54,4.6699,1,5,88.33,5,168,3,0.36,0.160824934,0.878736781,0.477306684,0.802679961,2989.138631,5026.792547,6262.511576,4.05331676,0.000268532,0.387062337
448,O=C(NC1CC1)C(N(C(=O)C1=CC=CO1)C1=CC=C(C=C1)C1=CC=CC=C1)C1=CN=CC=C1,12.09,4.918,437.499,5.0083,1,4,75.44,7,164,4,0.148148148,0.176827086,0.888548634,0.458782437,0.78757427,3233.285365,5550.457373,7047.535176,4.25357854,0.000243583,0.355019589
449,CC(C)(C)CC(C)(C)NC(=O)C(N(C(=O)C1=CC=CO1)C1=CC=C(C=C1)C1=CC=CC=C1)C1=CN=CC=C1,2.14,5.67,509.65,7.0607,1,4,75.44,8,196,4,0.28125,0.215114903,0.909561203,0.415569992,0.819233269,4020.987019,7926.766624,9675.835839,4.605882789,0.000203739,0.321349472
450,O=C(NC1CCCC1)C(N(C(=O)C1=CC=CO1)C1=CC=C(C=C1)C1=CC=CC=C1)C1=CN=CC=C1,4.1,5.387,465.553,5.7885,1,4,75.44,7,176,4,0.206896552,0.287096553,0.936798233,0.349870077,0.835387559,3293.553893,7864.044758,9413.648401,4.700355947,0.000253643,0.263545323
451,O=C(NC1CCCC1)C(N(C(=O)C1=CN=CN1)C1=CC=C(C=C1)C1=CC=CC=C1)C1=CN=CC=C1,7.27,5.138,465.557,4.9186,2,4,90.98,7,176,4,0.214285714,0.278154465,0.933556065,0.358431407,0.79009677,3369.098697,7426.564605,9399.5633,4.657179069,0.000234513,0.228678666
452,O=C(NC1CCCCC1)C(N(C(=O)C1=CC=CO1)C1=CC=C(C=C1)C1=CC=CC=C1)C1=CN=CC=C1,2.68,5.572,479.58,6.1786,1,4,75.44,7,182,4,0.233333333,0.298203759,0.940096277,0.340909065,0.84274271,3475.220744,8590.903693,10193.98162,4.817459642,0.0002425,0.29168243
453,O=C(NC1CCCCC1)C(N(C(=O)C1=CN=CN1)C1=CC=C(C=C1)C1=CC=CC=C1)C1=CN=CC=C1,5.82,5.235,479.584,5.3087,2,4,90.98,7,182,4,0.24137931,0.158374002,0.877115762,0.480279022,0.805239921,4323.388829,7248.630725,9001.827329,4.631379948,0.000186252,0.360368737
454,C[C@H](NC(=O)C(N(C(=O)C1=CC=NO1)C1=CC=C(C=C1)C1CCCCC1)C1=CN=CC=C1)C1=CC=CC=C1,0.81,6.092,508.622,6.3828,1,5,88.33,8,194,4,0.290322581,0.277025893,0.933210906,0.359329103,0.87171932,3640.491586,8831.700031,10131.35745,4.713849894,0.000239451,0.304910294
455,C[C@H](NC(=O)C(N(C(=O)C1=CN=CN1)C1=CC=C(C=C1)C1=CC=CC=C1)C1=CN=CC=N1)C1=CC=CC=C1,0.67,6.174,502.578,5.1322,2,5,103.87,8,188,5,0.1,0.29764665,0.939944202,0.341328138,0.840271973,3332.816677,8204.633999,9764.25998,4.603525,0.000252121,0.35057748
456,C[C@H](NC(=O)C(N(C(=O)C1=CC=CO1)C1=CC=C(C=C1)C1=CC=CC=C1)C1=CN=CC=N1)C1=CC=CC=C1,0.28,6.553,502.574,6.0021,1,5,88.33,8,188,5,0.096774194,0.110371403,0.835239168,0.549886836,0.802762533,4063.890588,5932.746323,7390.412581,4.159086365,0.000197535,0.490828793
457,O=C(NCC(C1=CC=CC=C1)C1=CC=CC=C1)C(N(C(=O)C1=CC=CO1)C1=CC=C(C=C1)C1=CC=CC=C1)C1=CN=CC=C1,1.48,5.83,577.684,7.678,1,4,75.44,10,216,6,0.078947368,0.409466172,0.964069865,0.265648818,0.934886243,3786.669919,13326.26149,14254.42035,5.210492316,0.000246889,0.308524679
458,O=C(NCCCC1=CC=CC=C1)C(N(C(=O)C1=CC=CO1)C1=CC=C(C=C1)C1=CC=CC=C1)C1=CN=CC=C1,1.05,5.979,515.613,6.4787,1,4,75.44,10,194,5,0.121212121,0.454652785,0.971330951,0.237731327,0.940890937,2808.096968,11113.86125,11812.06111,4.995476086,0.000335064,0.24727938
459,CCN(CC)CCCC(C)NC1=C2C=CC(Cl)=CC2=NC2=CC=C(OC)C=C12,7.8,5.108,399.966,5.9724,1,4,37.39,9,150,3,0.434782609,0.362548685,0.954211352,0.299133241,0.738494118,2532.986978,6253.387221,8467.754943,4.644297023,0.000291551,0.128535691
460,[O-][N+]1=CC=CC=C1S,0.9687,6.014,127.168,0.6087,1,2,26.94,0,42,1,0,0.323773075,0.940298081,0.340352051,0.66761619,166.1195508,325.8511336,488.0815335,1.963001763,0.00401889,0.063205622
461,COC(=O)C[C@H](NC(=O)[C@H](C)NC(=O)[C@@H](NC(=O)[C@H](CC1=CC=C(O)C=C1)NC(=O)OCC1=CC=CC=C1)C(C)C)C(=O)CF,8.132,5.09,630.67,1.4617,5,9,189.23,16,244,2,0.419354839,0.330704854,0.948780327,0.315936529,0.850898908,4870.436595,13117.34732,15415.87044,5.146131816,0.000174707,0.318515834
462,COC(=O)CC[C@H](NC(=O)[C@H](CC1=CNC2=CC=CC=C12)NC(=O)OCC1=CC=CC=C1)C(=O)N[C@@H](CC1=CN=CN1)C(=O)N[C@@H](CC(=O)OC)C(=O)CF,16.93,4.771,763.78,1.4805,6,11,239.77,20,292,4,0.351351351,0.437278115,0.969111363,0.246623531,0.915396947,6654.108683,24698.17357,26980.83455,6.179572788,0.000137569,0.276031809
463,COC(=O)C[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](NC(=O)[C@H](C)NC(=O)OCC1=CC=CC=C1)C(C)C)C(=O)CF,0.0009,9.046,580.654,1.5595,4,8,169,16,228,1,0.571428571,0.377894577,0.959017087,0.283348241,0.802844351,4734.758315,13415.55517,16710.03247,5.478884403,0.000169564,0.171495565
464,COC(=O)C[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](NC(=O)[C@H](C)NC(=O)[C@H](CO)NC(=O)OCC1=CC=CC=C1)C(C)C)C(=O)CF,0.017,7.77,667.732,0.0366,6,10,218.33,19,262,1,0.580645161,0.721160181,0.994554127,0.104221346,0.960409386,3550.554142,32718.68633,34067.43708,7.257295925,0.000270496,0.137331895
465,COC(=O)C[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](NC(=O)[C@H](C)NC(=O)[C@H](CO)NC(=O)[C@H](C)NC(=O)OCC1=CC=CC=C1)C(C)C)C(=O)CF,0.26,6.585,738.811,-0.4587,7,11,247.43,21,290,1,0.588235294,0.794409325,0.99723349,0.074332803,0.970523513,3615.378647,47204.05876,48637.72814,8.204202376,0.000268443,0.104369853
466,ClC1=CC=C(C=C1)[C@@H](C#N)C1=C(Cl)C=C(C=C1Cl)N1N=CC(=O)NC1=O,29,4.538,407.644,3.53648,1,5,91.54,3,130,3,0.058823529,0.402867742,0.963074292,0.269235786,0.925609087,1835.151593,6309.090679,6816.150328,4.28366964,0.000504377,0.243225662
468,COC1=CC(CCN(C(=O)C2=CC(=O)NC3=CC=CC=C23)C2=CC(Cl)=CC=C2)=CC=C1,4.085,5.389,432.907,5.0796,1,3,62.4,6,156,4,0.12,0.154887577,0.874854892,0.484385092,0.849792194,2607.392752,4574.339802,5382.892236,3.809451599,0.000325916,0.510085257
469,CC1=CC=NC=C1NC(=O)C(C(=O)C1=CC(=O)NC2=CC=CC=C12)C1=CC=CC(Cl)=C1,17.67,4.753,431.879,4.49012,2,4,91.92,5,154,4,0.083333333,0.195957625,0.894641076,0.44678557,0.952438301,2348.492535,5006.415586,5256.419845,3.821064499,0.000405553,0.494013991
470,CN(C)C1=CN=CC(CN(C(=O)C2=CC(=O)NC3=CC=CC=C23)C2=CC=CC(Cl)=C2)=C1,57.855,4.238,432.911,4.4895,1,4,69.3,5,156,4,0.125,0.263513126,0.927423187,0.374013679,0.910332574,2171.820338,5286.113611,5806.793872,3.914126552,0.000419156,0.437480493
471,OC(=O)C1=CN(C2CC2)C2=CC(N3CCN(CC(=O)NC4=CC=C(C=C4)C(=O)\C=C\C4=CC=CC=C4)CC3)=C(F)C=C2C1=O,0.6,6.222,594.643,4.8305,2,7,111.95,9,224,4,0.235294118,0.657474295,0.991320082,0.131470507,0.931238264,3984.712982,28224.71208,30308.79762,7.250369804,0.000233703,0.12620705
472,OC(=O)C1=CN(C2CC2)C2=CC(N3CCNCC3)=C(F)C=C2C1=O,5.13,5.29,331.347,1.5833,2,5,74.57,3,126,2,0.411764706,0.475013879,0.974668586,0.223654079,0.812035297,1085.957162,3942.854745,4855.521378,3.862043589,0.00074776,0.114836753
473,CCC(CC)COC(=O)[C@H](C)N[P@](=O)(OC[C@H]1O[C@](C#N)([C@H](O)[C@@H]1O)C1=CC=C2N1N=CN=C2N)OC1=CC=CC=C1,1.01,5.996,602.585,2.31218,4,13,203.55,13,226,3,0.481481481,0.449159136,0.971200991,0.238261694,0.890963957,3781.05009,14138.98849,15869.3159,5.294997889,0.000235639,0.210430996
474,CCC1=C(C)C(C=C2NC(=CC3=C(CCC(O)=O)C(C)=C(N3)C=C3NC(=O)C(C)C3=CC)C(CCC(O)=O)=C2C)=NC1=O,71,4.149,586.689,3.36414,5,4,164.71,10,226,2,0.363636364,0.202210585,0.902476955,0.43073814,0.877630826,4820.756934,9822.313138,11191.85066,4.692287308,0.000182052,0.45488122
475,CN(C)[C@H]1[C@@H]2C[C@@H]3CC4=C(C=C(NC(=O)CNC(C)(C)C)C(O)=C4C(=O)C3=C(O)[C@]2(O)C(=O)C(C(N)=O)C1=O)N(C)C,20.5,4.688,585.658,-0.1136,6,11,202.6,6,228,1,0.551724138,0.625001811,0.989156107,0.146867953,0.942727317,2699.051011,17324.8763,18377.39926,5.725798703,0.000349281,0.147051149
476,CN(C)[C@H]1[C@@H]2C[C@H]3C(=C(O)[C@]2(O)C(=O)C(C(N)=O)C1=O)C(=O)C1=C(C=CC=C1O)[C@@]3(C)O,20.8,4.682,444.44,-0.8412,5,9,178.46,2,170,1,0.454545455,0.404843097,0.962996385,0.26951431,0.944344281,1725.865053,6047.214317,6403.611944,3.993612051,0.000547172,0.333916438
477,CC1=C(C)C=C2N(C[C@H](O)[C@H](O)[C@H](O)COP(O)(=O)OP(O)(=O)OC[C@H]3O[C@H]([C@H](O)[C@@H]3O)N3C=NC4=C(N)N=CN=C34)C3=NC(=O)NC(=O)C3=NC2=C1,42.5,4.372,785.557,-2.42396,9,21,362.93,13,286,3,0.444444444,0.562118749,0.984352012,0.176213267,0.875409047,5205.943801,25862.58326,29543.42698,6.211196848,0.000168156,0.096575812
478,[2H]C([2H])(OC(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C[C@@H]1CCNC1=O)C=O)C1=CC=CC=C1,0.17,6.77,405.4912036,1.5374,3,5,113.6,10,158,1,0.523809524,0.361695256,0.955931417,0.293590065,0.833183924,2697.935799,7656.514993,9189.465582,4.909079681,0.000308823,0.192645672
479,[2H]C([2H])(OC(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C[C@@H]1CCNC1=O)C(O)S(O)(=O)=O)C1=CC=CC=C1,0.18,6.745,487.5712036,0.5447,5,7,171.13,11,184,1,0.571428571,0.216079497,0.899201821,0.437534096,0.669123082,3612.651479,5524.845977,8256.8456,4.223475642,0.000185217,0.222182674
480,[2H]C([2H])(OC(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C[C@@H]1CCNC1=O)C(OC(C)=O)S(O)(=O)=O)C1=CC=CC=C1,0.71,6.149,529.6082036,1.1155,4,8,177.2,12,200,1,0.565217391,0.174284742,0.883022995,0.469329724,0.732385016,4330.627882,6757.907728,9227.261047,4.379500487,0.000169118,0.289978935
481,[2H]C([2H])(OC(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C[C@@H]1CCNC1=O)C(OC(=O)CCCCC)S(O)(=O)=O)C1=CC=CC=C1,0.8,6.097,585.7162036,2.6759,4,8,177.2,16,224,1,0.62962963,0.251789285,0.923865047,0.382718402,0.889120749,3969.611808,9222.091762,10372.14774,4.4850214,0.000223982,0.383861985
482,[2H]C([2H])(OC(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C[C@@H]1CCNC1=O)C(=O)C(=O)NCC1=CC=CC=C1)C1=CC=CC=C1,1.31,5.883,538.6412036,2.224,4,6,142.7,13,208,2,0.413793103,0.278863293,0.932476475,0.361230707,0.750579686,4374.113562,9088.709004,12108.91951,4.872090805,0.000171596,0.183078865
483,[2H]C1=C([2H])C([2H])=C(COC(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C[C@@H]2CCNC2=O)C=O)C([2H])=C1[2H],0.16,6.796,408.5095089,1.5374,3,5,113.6,10,158,1,0.523809524,0.227663928,0.90975735,0.415140416,0.707934105,2534.625284,4322.266909,6105.465013,3.983143104,0.000279305,0.189495875
484,[2H]C1=C([2H])C([2H])=C(COC(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C[C@@H]2CCNC2=O)C(O)S(O)(=O)=O)C([2H])=C1[2H],0.19,6.721,490.5895089,0.5447,5,7,171.13,11,184,1,0.571428571,0.276413819,0.93292776,0.360063597,0.78727096,2837.88039,6204.96167,7881.608733,4.153203067,0.000277415,0.258843055
485,[2H]C1=C([2H])C([2H])=C(COC(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C[C@@H]2CCNC2=O)C(OC(=O)CCCCC)S(O)(=O)=O)C([2H])=C1[2H],0.68,6.167,588.7345089,2.6759,4,8,177.2,16,224,1,0.62962963,0.344433683,0.950248537,0.311492724,0.940939609,4543.197285,13723.83347,14585.24367,5.282116514,0.00020711,0.363197714
486,[2H]C1=C([2H])C([2H])=C(C([2H])=C1[2H])C([2H])([2H])OC(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C[C@@H]1CCNC1=O)C=O,0.24,6.62,410.5217124,1.5374,3,5,113.6,10,158,1,0.523809524,0.2997577,0.940048512,0.341040754,0.78551738,3030.72405,6980.650812,8886.691737,4.797617542,0.000259185,0.205640128
487,[2H]C1=C([2H])C([2H])=C(C([2H])=C1[2H])C([2H])([2H])OC(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C[C@@H]1CCNC1=O)C(O)S(O)(=O)=O,0.21,6.678,492.6017124,0.5447,5,7,171.13,11,184,1,0.571428571,0.204840618,0.89899581,0.437957227,0.713107821,3395.870056,5529.356166,7753.885182,4.114560934,0.000209993,0.235361924
488,[2H]C1=C([2H])C([2H])=C(C([2H])=C1[2H])C([2H])([2H])OC(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C[C@@H]1CCNC1=O)C(OC(=O)CCCCC)S(O)(=O)=O,0.77,6.114,590.7467124,2.6759,4,8,177.2,16,224,1,0.62962963,0.210711484,0.900583953,0.434682118,0.699780026,5406.422724,8703.616919,12437.64697,4.74021114,0.000129435,0.238848924
489,OC1=CC2=CC=CC(=O)C(O)=C2C(O)=C1O,4.58,5.339,220.18,1.0224,4,5,97.99,0,82,2,0,0.354770157,0.951230942,0.308479652,0.711644769,529.0372935,1220.45853,1714.982787,2.804884682,0.001345169,0.036603523
490,CC1=CC=C(C=C1)N1SC(=O)N(CC2=CC=C(F)C=C2)C1=O,0.15,6.824,316.357,2.55652,0,5,44,3,112,3,0.125,0.46106073,0.973033456,0.230664027,0.863673151,1040.993039,3897.78047,4513.027253,3.865036122,0.000829663,0.135729919
491,NC1=C2C=CC=NC2=C(O)C=C1,2.05,5.688,160.176,1.5226,2,3,59.14,0,60,2,0,0.250994866,0.876335825,0.481700656,0.518313325,418.4334755,450.2373899,868.658721,2.328774237,0.001238699,7.47E-05
492,NC1=NC(=S)C2=C(N1)N(C=N2)C1OC(CO)C(O)C1O,1.08,5.967,299.312,-1.31741,5,9,142.44,2,108,2,0.5,0.398691185,0.962783837,0.27027261,0.899355922,841.2325904,2799.275564,3112.533643,3.358711155,0.001069093,0.306598596
493,[O-][N+](=O)C1=CC=C(SC2=CC=CC=[N+]2[O-])C2=NON=C12,0.1,7,290.26,1.9156,0,7,109,3,100,3,0,0.312101802,0.942846596,0.333227094,0.909654018,907.4839194,2477.278735,2723.319732,3.243723669,0.001002391,0.303670484
494,CC1=CC(N2SC3=CC(F)=CC=C3C2=O)=C(C)C=C1,0.02,7.699,273.332,3.80814,0,3,22,1,96,3,0.133333333,0.564023174,0.984464326,0.175584709,0.905506755,550.0890963,2836.860878,3132.898636,3.45349251,0.001646109,0.132611879
495,S=C1NN=NN1C1=CC=CC=C1,2.36,5.627,178.22,1.32489,1,4,46.5,1,60,2,0,0.386566455,0.960267943,0.279079698,0.778160592,300.9899369,839.2531218,1078.508897,2.49494605,0.002585338,0.070808425
496,CN(C)S(=O)(=O)C1=CC=CC(=C1)N1SC2=CC=CC=C2C1=O,0.02,7.699,334.422,2.3025,0,5,59.38,3,114,3,0.133333333,0.549164596,0.983098378,0.183078069,0.901438954,853.3953634,4201.944165,4661.374067,3.811511928,0.001056297,0.113858404
497,CCN1CCN(CC1)C(C1=CC=C(C=C1)C(F)(F)F)C1=C(O)C2=NC=CC=C2C=C1,0.15,6.824,415.459,4.6861,1,4,39.6,4,158,3,0.347826087,0.182666998,0.872748344,0.488170389,0.641198794,3584.570834,4708.238252,7342.868222,4.3378973,0.000178877,0.271505963
498,S=C1NN=C(NC2=CC=CC=C2)S1,0.39,6.409,209.299,2.94429,2,4,40.71,2,66,2,0,0.716601109,0.99441965,0.105496731,0.921294185,215.4238369,1881.278469,2041.99538,3.144367347,0.004276659,0.07595406
499,ClCC(=O)C1=CC=CC=C1,0.19,6.721,154.596,2.1081,0,1,17.07,2,52,1,0.125,0.417381037,0.966162971,0.257932383,0.804055221,227.9892457,710.7131774,883.9109042,2.427913146,0.003526724,0.079968646
500,OC1=CC2=C(OCO2)C=C1C(N1CCOCC1)C1=CC=C(C=C1)C(F)(F)F,0.54,6.268,381.35,3.5613,1,5,51.16,3,144,2,0.368421053,0.195630372,0.897102742,0.44182199,0.747242612,2494.70524,4219.233317,5646.403525,4.025671861,0.000299531,0.394061665
501,CN1CCN(CC1)C1=C(Cl)C(=O)N(C1=O)C1=CC(Cl)=C(Cl)C=C1,1.23,5.91,374.655,2.5644,0,4,43.86,2,122,1,0.333333333,0.592235259,0.986881928,0.161443674,0.872965916,1125.490959,6085.808267,6971.415669,4.350597661,0.000775631,0.087662377
502,CN1SC(=O)N(CC2=CC=CC=C2)C1=O,0.14,6.854,222.269,0.6568,0,5,44,2,78,2,0.2,0.332766939,0.94930274,0.314363339,0.848196068,506.3271556,1366.14118,1610.643142,2.799169784,0.001675194,0.306367284
503,OC1=C(O)C=C2C(CNCCC2=C1)C1=CC=CC=C1,2.8,5.553,255.317,2.3754,3,3,52.49,1,98,2,0.25,0.291555421,0.937703743,0.347435881,0.876497634,791.169871,1995.932368,2277.168005,3.149224143,0.00110785,0.448728065
504,S(SC1=NC2=CC=CC=C2S1)C1=NC2=CC=CC=C2S1,0.16,6.796,332.5,5.7054,0,6,25.78,3,98,4,0,0.34977727,0.951820828,0.306654711,0.750101609,1213.081841,2967.293861,3955.855878,3.497847153,0.000618344,0.058790205
505,BrC1=CC=C(NC(=O)CC2SC3=NC=NN3C2=O)C=C1,2.04,5.69,353.201,2.1839,1,6,76.88,3,102,2,0.166666667,0.43430106,0.968760681,0.247997464,0.907045677,1095.795931,4007.851313,4418.57716,3.671497577,0.000827751,0.310184143
506,[O-][N+]1=C(C(=O)C2=CC=CS2)C(=NO1)C(=O)C1=CC=CS1,10.71,4.97,306.324,1.893,0,7,87.11,4,100,3,0,0.129618297,0.853265797,0.52147625,0.784413533,1195.701137,1798.594191,2292.915808,2.937702526,0.000656028,0.490517774
507,CCOC1=C(OC)C=CC(=C1)C(NC1=NC=CC(C)=C1)C1=C(O)C2=NC=CC=C2C=C1,0.27,6.569,415.493,5.25262,2,6,76.5,7,158,4,0.2,0.156661474,0.872790689,0.488094676,0.752413247,3486.9171,5375.192033,7143.935938,4.388793673,0.000215782,0.429080462
508,NC(CO)C(=O)NNCC1=C(O)C(O)=C(O)C=C1,0.14,6.854,257.246,-1.7562,7,7,148.07,5,100,1,0.3,0.622471344,0.988928272,0.148394317,0.950742761,491.5127489,3149.057178,3312.207367,3.67612141,0.00193432,0.163603543
509,COC1=CC(=CC(CN(C)CCC2=CC=C(C=C2)[N+]([O-])=O)=C1O)N(C)C,6.08,5.216,359.426,3.0495,1,6,79.08,8,140,2,0.368421053,0.054943463,0.7504453,0.660932562,0.880161814,2020.948347,2691.290556,3057.722471,3.287681117,0.000435519,0.558645662
510,CC(C)(C)OC(=O)NCCC1=NN=C(O1)S(=O)(=O)CC1=C(Cl)C=C(Cl)C=C1,4.22,5.375,436.317,3.4175,1,7,111.39,6,148,2,0.4375,0.039527008,0.689873766,0.723929683,0.789428044,3116.523934,3398.494976,4305.009182,3.52126029,0.000253304,0.544167117
511,CN(C)C(=S)SSC(=S)N(C)C,0.05,7.301,240.444,2.0608,0,4,6.48,0,70,0,0.666666667,0.176147708,0.888819122,0.45825819,0.847453208,647.0612116,1196.605127,1412.001413,2.601944741,0.001309696,0.641725108
512,[O-][N+](=O)C1=CN=C(SC2=NNC(=O)N2C2=CC3=C(OCCO3)C=C2)S1,0.3,6.523,379.379,1.8477,1,10,125.17,4,128,3,0.153846154,0.135800405,0.845972667,0.533226263,0.694914265,2308.818808,3008.91242,4329.904525,3.565815,0.000300983,0.301628544
513,COCCCOC1=C(C)C(CS(=O)C2=NC3=CC=CC=C3N2)=NC=C1,0.74,6.131,359.451,2.98942,1,5,77.1,8,132,3,0.333333333,0.155715374,0.864372875,0.502851403,0.69678437,1870.894655,2592.436146,3720.571613,3.374002307,0.000372434,0.449276718
514,CC(=O)O\N=C1\C(=O)N(CC2=C(Cl)C=CC(Cl)=C2)C2=C1C=C(Cl)C=C2,17.85,4.748,397.645,4.4608,0,4,58.97,3,128,2,0.117647059,0.196887108,0.898862672,0.438230415,0.763895735,2570.959517,4481.535153,5866.684351,4.03046076,0.000297125,0.295431122
